1,1536476,1536476,56036,52184
2,1536476,1536476,48577,56118
3,1536510,1536476,48080,47984
4,1536920,1536476,39940,56004
5,1536920,1536476,40200,47971
6,1554881,1536476,40808,74049
7,1558159,1536476,48060,56098
8,1558159,1536476,32035,63886
9,1558159,1536476,39990,46826
10,1558159,1536476,44780,46072
11,1558159,1536476,32702,64838
12,1620086,1536476,44382,63550
13,1639243,1536476,42454,56932
14,1639243,1536476,46223,62029
15,1639243,1536476,34774,55472
16,1639243,1536476,31596,55531
17,1639243,1536476,33917,54627
18,1639243,1536476,31992,71988
19,1639243,1536476,31987,56078
20,1639243,1536476,39982,56035
21,1639243,1536476,48818,63971
22,1639243,1536476,38502,48004
23,1639243,1536476,39981,64181
24,1763857,1536476,40032,72173
25,1860536,1536476,39994,46523
26,1860536,1536476,32544,56068
27,1860536,1536476,32099,48000
28,1860536,1536476,32115,47998
29,1860536,1536476,38993,61091
30,1860536,1536476,40315,65917
31,1860536,1536476,44311,61120
32,1860536,1536476,32641,56344
33,1860536,1536476,40750,63989
34,1860536,1536476,39983,63611
35,1860536,1536476,31982,56184
36,1860536,1536476,39969,47997
37,1860536,1536476,40119,55983
38,1860536,1536476,32418,57359
39,1860536,1536476,32074,54527
40,1860536,1536476,39993,56134
41,1860536,1536476,32084,48172
42,1860536,1536476,32035,48179
43,1860536,1536476,40313,56133
44,1860536,1536476,32240,47984
45,1860536,1536476,48827,40413
46,1860536,1536476,40036,56200
47,1860536,1536476,31903,48001
48,1945408,1536476,39983,56005
49,2379837,1536476,47938,48108
50,2379837,1536476,40003,48063
51,2379837,1536476,32071,47977
52,2379837,1536476,32133,55974
53,2379837,1536476,48066,55923
54,2379837,1536476,31993,56071
55,2379837,1536476,39980,48184
56,2379837,1536476,32644,64754
57,2379837,1536476,57024,60658
58,2379837,1536476,41246,56380
59,2379837,1536476,39977,64346
60,2379837,1536476,40021,57112
61,2379837,1536476,40126,48007
62,2379837,1536476,47863,56571
63,2379837,1536476,44058,60033
64,2379837,1536476,32031,55987
65,2379837,1536476,40097,47990
66,2379837,1536476,40007,48057
67,2379837,1536476,32070,48071
68,2379837,1536476,48255,48128
69,2379837,1536476,39892,47709
70,2379837,1536476,40023,55981
71,2379837,1536476,40103,63876
72,2379837,1536476,36064,47955
73,2379837,1536476,39998,72331
74,2379837,1536476,32082,48047
75,2379837,1536476,39981,56209
76,2379837,1536476,48051,47986
77,2379837,1536476,38133,47987
78,2379837,1536476,33181,49088
79,2379837,1536476,40040,56235
80,2379837,1536476,40024,55588
81,2379837,1536476,40081,48031
82,2379837,1536476,40000,56257
83,2379837,1536476,47942,65924
84,2379837,1536476,40730,65939
85,2379837,1536476,46033,57170
86,2379837,1536476,47515,53959
87,2379837,1536476,44565,54142
88,2379837,1536476,33313,54982
89,2379837,1536476,33205,55548
90,2379837,1536476,42644,51897
91,2379837,1536476,33208,45770
92,2379837,1536476,46997,59074
93,2379837,1536476,42615,64275
94,2379837,1536476,40033,48540
95,2379837,1536476,31984,64289
96,2379837,1536476,40210,55977
97,2761014,1536476,48063,55964
98,3509264,1536476,72471,48434
99,3509264,1536476,48199,56107
100,3509264,1536476,48006,47991
